category,title,p_rating,count,itemId,overview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago Food Planet – Gateway to the West Loop Food Tour
Park,Cape Verde,3.4,123,959,"Travelers from the U.S. can visit Cape Verde as long as they provide proof of a negative test (either PCR or antigen) taken no more than 72 hours before travel. There are no quarantine requirements upon arrival. For more information, visit the embassy website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,British Virgin Islands
Seaside,British Virgin Islands,2.2,783,960,"These picturesque islands are now open for visitors. Any Americans planning to travel here must first show proof of a negative test taken no more than five days prior to arrival. Completion of an online travel authorization certificate is also required, in addition to a $175 entry fee. Visitors will receive a second test upon arrival and quarantine; they must then take a third test on their fourth day on the island, the results of which will determine if they can travel around the islands. For more information, visit the U.S. embassy website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago Food Planet – Gateway to the West Loop Food Tour
Food,Chicago Food Planet – Gateway to the West Loop Food Tour,3.4,482,961,"Chicago Food Planet's Gateway to the West Loop spotlights some of the tastiest dishes in the city – specifically pizza, doughnuts and burgers. The three-hour tour centers on the West Loop neighborhood's incredible food scene and provides insider insights to the history and culture of the area. Guides regularly win praise from travelers for their knowledge and enthusiasm. Ticket prices start at $65 for adults and $50 for children ages 12 and younger. Reviewers find the tour worth the price for the generous amounts of food provided. What's more, group sizes are restricted to 14 people and tours do not involve extensive walking. Tours are offered Thursday through Sunday at 1 p.m. Chicago Food Planet also offers tours of Chicago's Chinatown neighborhood.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red and White Fleet – Bridge 2 Bridge Cruise
Wild,Red and White Fleet – Bridge 2 Bridge Cruise,4.6,890,962,"Take in San Francisco's two most famous bridges on this 90-minute boat trip through San Francisco Bay. In addition to sailing beneath both the Bay Bridge and Golden Gate Bridge, tourgoers will see Alcatraz, Treasure Island and the city skyline, among other landmarks. Red and White Fleet provides an audio guide available in 16 different languages that details the city's history. Reviewers say they enjoy the views, the helpful commentary, and the clean and comfortable boats. Tours are available Thursday through Sunday at 11:30 a.m., 6:30 p.m. or 7 p.m., depending on the day. Cruises depart from Fisherman's Wharf. Tickets start at $48 for adults and $36 for youths ages 5 to 17. Children 4 and younger can ride for free, but require a ticket. Short on time? Red and White Fleet also offers an hourlong Golden Gate Bay Cruise, among other tours.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vantigo – San Francisco City Tours
Street,Vantigo – San Francisco City Tours,3.8,656,963,"Instead of a traditional tour bus, Vantigo transports up to seven passengers in a vintage Volkswagen van to see all the city has to offer. The three-hour tour highlights 15 points of interest, with plenty of opportunities for photos and views of Haight-Ashbury, the Golden Gate Bridge, Twin Peaks and more. Reviewers love the Volkswagen, which they say is roomy and comfortable, and describe the guides as fun and informative. Tours leave multiple times throughout the day from Fisherman's Wharf and Union Square. Tickets start at $65 per adult or $45 per child ages 5 to 11. Children 4 and younger are not permitted on public tours. Combo tours to Alcatraz are also available, as are brewery tours.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seaplane Adventures – SF City Sites Tour
Adventures,Seaplane Adventures – SF City Sites Tour,2.6,350,964,"After you've walked the city streets and sailed the bay's waters, your next step should be an air tour. On this 20-minute flight from Seaplane Adventures, you'll depart from Sausalito – a charming town located across the Golden Gate Bridge – then fly over downtown and above Alcatraz and Angel Island before landing back in Sausalito. Reviewers describe the trip as amazing and one of the best activities they did while visiting San Francisco. Tickets cost approximately $179 per adult and $155 per child ages 3 to 11. Seaplane Adventures conducts several other air tours, including a 45-minute Greater Bay Area Tour.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avital Food Tours – Mission District Food Tour
Food,Avital Food Tours – Mission District Food Tour,4.4,700,965,"Eat your way through one of San Francisco's most famous neighborhoods with Avital's Mission District food tour. The three-hour tour offers a culinary history of the Mission District, which is recognized for both its Mexican cuisine and colorful murals. Along the way, enjoy four courses (two appetizers, an entree and a dessert) at four area restaurants. Tastings vary with each tour but may include cheeses, tacos, churros, burritos, quesadillas or salted caramel ice cream. Reviewers say the tour is fun, well-paced and educational. Tours are limited to eight people. Tickets start at $99 per person. Foodies 21 and older can choose to upgrade their tour to include three alcohol pairings for an additional $26 per person. Children are allowed on the tour, though there is no discount, and Avital advises that its outings are best suited for older children. Tours are offered Sundays at 10 a.m. The company also offers tours of North Beach.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Tastes of the City Tours – North Beach/Little Italy Walking Food Tour
Food,Local Tastes of the City Tours – North Beach/Little Italy Walking Food Tour,2.4,25,966,"According to reviewers, this tour is a must for food and history lovers thanks to experienced guides who are engaging storytellers. Along the three-hour tour, you'll explore seven to eight blocks of North Beach (or ""Little Italy""). Samples of the neighborhood's best pizza, pastries, coffee, chocolates and more are all included in the cost of the tour. Travelers say the portions are generous and recommend arriving to the tour hungry. Tours are generally offered daily at 10:30 a.m. with an additional noon tour available on select days. Tickets cost approximately $70 for adults, $40 for youths ages 12 to 16 and $15 for children ages 2 to 11; infants 1 and younger can tag along for free. Still hungry? Consider the company's Chinatown tours.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Tour Company – Official Golden Gate Park Segway Tour
Electric ,Electric Tour Company – Official Golden Gate Park Segway Tour,2.6,23,967,"Riding a Segway can be a fun and expedient way to see a number of top attractions in a short amount of time. The Electric Tour Company offers you a chance to see dozens of sights in the iconic Golden Gate Park in the span of 2 1/2 hours, visiting the Conservatory of Flowers, the Shakespeare Garden, the California Academy of Sciences and the Spreckels Temple of Music along the way. The tour begins with a 30-minute training for first-time riders. All riders must be at least 12 years old and weigh between 100 and 250 pounds. Reviewers praise their guides, who they say are helpful and descriptive, and describe the Segways as easy to ride. From June to August, tours are offered daily at 10:30 a.m. and 2 p.m., with an additional 3 p.m. tour on the weekends. The rest of the year, tours are available to book Friday, Saturday and Sunday at 10:30 a.m. and 2 p.m. Tickets start at $79 per adult and $65 per youth ages 12 to 17. Bike and electric scooter tours of the park are also available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bay City Bike Rentals and Tours – Golden Gate Bridge to Sausalito
Rentals,Bay City Bike Rentals and Tours – Golden Gate Bridge to Sausalito,4.2,45,968,"See San Francisco by bike on this tour that guides you from Fisherman's Wharf to Sausalito. The trip takes two to three hours and covers 8 miles. After making your way along the waterfront, you'll pedal across the Golden Gate Bridge, stopping for photo-ops along the way. At the conclusion of the tour, you can either bike your way back to the city or opt to take the ferry from Sausalito to San Francisco for an additional fee. Tourgoers say guides are friendly and informative and the sights are beautiful. Tours are open to all ages. Ticket prices start at $55 for adults; prices for children vary. From March through October, tours are available daily at 10 a.m. and 1 p.m.; tours are available daily at 10 a.m. the rest of the year. The company also offers a Streets of San Francisco Electric Bike Tour, among other options.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extranomical Tours – Yosemite National Park and Giant Sequoias Tour
Extranomical,Extranomical Tours – Yosemite National Park and Giant Sequoias Tour,3.8,778,969,"Once you've gotten your fill of the city, trek to California's incomparable natural wonders with a daytrip to Yosemite National Park. On the approximately 15-hour tour, you'll stop at Tuolumne Meadows to see the 2,000-year-old giant sequoia trees, then hit top stops like El Capitan, Yosemite Falls and Bridalveil Fall. Buses, which pick up from most hotels, are equipped with tour guides who provide commentary along the way. Tourgoers appreciate the information provided by the guides and rave about the scenery. The trip departs every day of the year. Tickets start at $179 for adults and $165 for children 11 and younger if purchased online. Tickets do not include meals, but do over the park entrance fee. Extranomical Tours offers a variety of city tours, as well as excursions to wine country and Monterey.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inside Chicago Walking Tours – Dazzling Interiors of the Loop
Walking,Inside Chicago Walking Tours – Dazzling Interiors of the Loop,4.2,345,970,"Inside Chicago Walking Tours' The World Within: Dazzling Interiors of the Loop tour reveals interior architectural details that visitors might otherwise miss. Highlights of the two-hour tour include a gilded 80-foot-high ceiling, art deco lobbies, early Frank Lloyd Wright designs and rooms with stained-glass mosaics. Reviewers describe this tour, which involves about 1 1/2 miles of walking, as an informative and entertaining way to learn about the history of Chicago and its diverse, distinctive buildings. Tickets start at $30 for participants 11 and older and $25 for children ages 5 to 10 and patrons 65 and older. Children ages 4 and younger tour for free. Outings run Saturdays at 11 a.m. Inside Chicago also offers other architecture-oriented tours as well as private tours.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dylan's Tours – Dylan's Famous Tour with Muir Woods
Seaview,Dylan's Tours – Dylan's Famous Tour with Muir Woods,2.2,789,971,"If you're hoping to see the best of the Bay Area in one day, consider this six-hour excursion. You'll travel by minibus to some of San Francisco's most iconic neighborhoods and landmarks, including North Beach, Chinatown, Pacific Heights and the Painted Ladies before enjoying a snack in the charming town of Sausalito. From there, you'll spend more than an hour in Muir Woods. The tour starts and ends at Fisherman's Wharf and includes multiple photo stops. Reviewers describe tour guides as insightful and funny, and say the bus is very clean. The tour departs daily at 8:30 a.m. and tickets cost approximately $99 for adults and $69 for children 12 and younger. Combo tours to Alcatraz and electric bike tours are also available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooks Lake Lodge & Spa: Dubois, Wyoming"
Lake,"Brooks Lake Lodge & Spa: Dubois, Wyoming",4.4,890,972,"Located near Grand Teton National Park in northwestern Wyoming, Brooks Lake Lodge & Spa's room rates include seasonal activities designed to take advantage of the state's expansive offerings. Summer means horseback riding, canoeing, hiking and fishing, while winter ushers in opportunities for snowshoeing, snowmobiling and ice fishing. Rates also include three meals a day, with staples like eggs and waffles for breakfast, and sandwiches and salads for lunch. Dinner deviates a bit toward a more luxurious selection of seafood, beef, game and poultry entrees, plus appetizers and desserts. Families can pick between lodge rooms and log cabins during their stay at Brooks Lake, and all accommodations sport lots of lumber and rustic decorative elements like wood-paneled walls and lodgepole pine beds. Lodge rooms include modern perks like Wi-Fi access, while log cabins supplement these techy perks with authentic touches like kettle stoves and clawfoot tubs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Migis Lodge on Sebago Lake: South Casco, Maine"
